165,110009,H.S.Sangh - 110009 (North West Delhi)
166,110009,Model Town II - 110009 (North West Delhi)
167,110009,Model Town III - 110009 (North West Delhi)
168,110009,Nirankari Colony - 110009 (North West Delhi)
169,110033,Adrash Nagar - 110033 (North West Delhi)
170,110033,Bhalaswa - 110033 (North West Delhi)
171,110033,Jahangir Puri A Block - 110033 (North West Delhi)
172,110033,Jahangir Puri D Block - 110033 (North West Delhi)
173,110033,Jahangir Puri H Block - 110033 (North West Delhi)
174,110033,N.S.Mandi - 110033 (North West Delhi)
175,110034,Anandvas Shakurpur - 110034 (North West Delhi)
176,110034,Maurya Enclave - 110034 (North West Delhi)
177,110034,Rani Bagh - 110034 (North West Delhi)
178,110034,Saraswati Vihar - 110034 (North West Delhi)
179,110034,Shakur Pur I Block - 110034 (North West Delhi)
180,110034,Shakurbasti Rs - 110034 (North West Delhi)
181,110034,Sri Nagar Colony - 110034 (North West Delhi)
182,110035,Ganeshpura - 110035 (North West Delhi)
183,110035,Keshav Puram - 110035 (North West Delhi)
184,110035,Onkar Nagar - 110035 (North West Delhi)
185,110035,Power House - 110035 (North West Delhi)
186,110035,Rampura - 110035 (North West Delhi)
187,110035,Sarai Rohilla - 110035 (North West Delhi)
188,110036,Alipur - 110036 (North West Delhi)
189,110036,Bakhtawar Pur - 110036 (North West Delhi)
190,110036,Bakoli - 110036 (North West Delhi)
191,110036,Hiranki - 110036 (North West Delhi)
192,110036,Kadipur - 110036 (North West Delhi)
193,110036,Khampur - 110036 (North West Delhi)
194,110036,Mukhmelpur - 110036 (North West Delhi)
195,110036,Nangal Poona - 110036 (North West Delhi)
196,110036,Palla - 110036 (North West Delhi)
197,110036,Tajpur Kalan - 110036 (North West Delhi)
198,110039,Auchandi - 110039 (North West Delhi)
199,110039,Barwala - 110039 (North West Delhi)
200,110039,Bawana - 110039 (North West Delhi)
201,110039,Ghoga - 110039 (North West Delhi)
202,110039,Hareveli - 110039 (North West Delhi)
203,110039,Jat Khore - 110039 (North West Delhi)
204,110039,Katewara - 110039 (North West Delhi)
205,110039,Nangal Thakran - 110039 (North West Delhi)
206,110039,Pooth Khurd - 110039 (North West Delhi)
207,110039,Qutabagarh - 110039 (North West Delhi)
208,110040,Bankner - 110040 (North West Delhi)
209,110040,Bhorgarh - 110040 (North West Delhi)
210,110040,Kanya Gurukul - 110040 (North West Delhi)
211,110040,Lampur - 110040 (North West Delhi)
212,110040,Narela - 110040 (North West Delhi)
213,110040,Singhu - 110040 (North West Delhi)
214,110042,Badli - 110042 (North West Delhi)
215,110042,Delhi College of Engineering - 110042 (North West Delhi)
216,110042,Pehlad Pur - 110042 (North West Delhi)
217,110042,Samai Pur - 110042 (North West Delhi)
218,110042,Siraspur - 110042 (North West Delhi)
219,110052,Ashok Vihar - 110052 (North West Delhi)
220,110052,Nimri - 110052 (North West Delhi)
221,110052,Satyawati Nagar - 110052 (North West Delhi)
222,110052,Shastri Nagar - 110052 (North West Delhi)
223,110052,Wazir Pur III - 110052 (North West Delhi)
224,110056,Shakur Basti Depot - 110056 (North West Delhi)
225,110081,Chand Pur - 110081 (North West Delhi)
226,110081,Gheora - 110081 (North West Delhi)
227,110081,Jaunti - 110081 (North West Delhi)
228,110081,Kanjhawla - 110081 (North West Delhi)
229,110081,Karala - 110081 (North West Delhi)
230,110081,Lad Pur - 110081 (North West Delhi)
231,110081,Majra Dabas - 110081 (North West Delhi)
232,110081,Mubarak Pur Dabas - 110081 (North West Delhi)
233,110081,Nizampur - 110081 (North West Delhi)
234,110081,Punjab Khor - 110081 (North West Delhi)
235,110081,Rani Khera - 110081 (North West Delhi)
236,110082,Holambi Kalan - 110082 (North West Delhi)
237,110082,Khera Kalan - 110082 (North West Delhi)
238,110082,Khera Khurd - 110082 (North West Delhi)
239,110082,Naya Bans - 110082 (North West Delhi)
240,110083,Mangolpuri A Block - 110083 (North West Delhi)
241,110083,Mangolpuri I Block - 110083 (North West Delhi)
242,110083,Mangolpuri N Block - 110083 (North West Delhi)
243,110083,Mangolpuri S Block - 110083 (North West Delhi)
244,110085,Prashant Vihar - 110085 (North West Delhi)
245,110085,Rithala - 110085 (North West Delhi)
246,110085,Rohini Courts - 110085 (North West Delhi)
247,110085,Rohini sec-11 - 110085 (North West Delhi)
248,110085,Rohini Sector 5 - 110085 (North West Delhi)
249,110085,Rohini Sector-7 - 110085 (North West Delhi)
250,110086,Begumpur - 110086 (North West Delhi)
251,110086,Budh Vihar - 110086 (North West Delhi)
252,110086,Pooth Kalan - 110086 (North West Delhi)
253,110086,Pooth Kalan Resettlement - 110086 (North West Delhi)
254,110086,Sultanpuri B Block - 110086 (North West Delhi)
255,110086,Sultanpuri C Block - 110086 (North West Delhi)
256,110086,Sultanpuri F Block - 110086 (North West Delhi)
257,110088,Haiderpur - 110088 (North West Delhi)
258,110088,Shalamar - 110088 (North West Delhi)
259,110088,Shalimar Bagh S.O - 110088 (North West Delhi)
260,110089,Rohini Sector 15 - 110089 (North West Delhi)
261,110094,Sabhapur - 110094 (North West Delhi)
262,,"--Area: South Delhi-- (heading only, not a selection)"
263,110003,Aliganj S.O - 110003 (South Delhi)
264,110003,C G O Complex - 110003 (South Delhi)
265,110003,Golf Links - 110003 (South Delhi)
266,110003,Kasturba Nagar S.O - 110003 (South Delhi)
267,110003,Lodi Road - 110003 (South Delhi)
268,110003,Pragati Vihar - 110003 (South Delhi)
269,110003,Safdarjung Air Port - 110003 (South Delhi)
270,110013,Dargah Sharif - 110013 (South Delhi)
271,110013,Hazrat Nizamuddin - 110013 (South Delhi)
272,110014,Hari Nagar Ashram - 110014 (South Delhi)
273,110014,Jeevan Nagar - 110014 (South Delhi)
274,110014,Jungpura - 110014 (South Delhi)
275,110014,Pratap Market - 110014 (South Delhi)
276,110017,"Distt. Court Complex, Saket - 110017 (South Delhi)"
277,110017,Malviya Nagar - 110017 (South Delhi)
278,110017,MMTC/STC Colony - 110017 (South Delhi)
279,110017,Panchsheel Enclave - 110017 (South Delhi)
280,110017,Pushp Vihar - 110017 (South Delhi)
281,110017,Saket - 110017 (South Delhi)
282,110017,Sarvodya Enclave - 110017 (South Delhi)
283,110017,South Malviya Nagar - 110017 (South Delhi)
284,110019,Alaknanda - 110019 (South Delhi)
285,110019,Ali - 110019 (South Delhi)
286,110019,Chittranjan Park - 110019 (South Delhi)
287,110019,Kalkaji - 110019 (South Delhi)
288,110019,Lal Kuan - 110019 (South Delhi)
289,110019,Nehru Place - 110019 (South Delhi)
290,110019,Tehkhand - 110019 (South Delhi)
291,110019,Tugalkabad - 110019 (South Delhi)
292,110020,C R R I - 110020 (South Delhi)
293,110020,F F C Okhla - 110020 (South Delhi)
294,110020,Okhla Industrial Area Phase-i - 110020 (South Delhi)
295,110020,Okhla Industrial Estate - 110020 (South Delhi)
296,110024,Amar Colony - 110024 (South Delhi)
297,110024,Defence Colony - 110024 (South Delhi)
298,110024,Krishna Market - 110024 (South Delhi)
299,110024,Lajpat Nagar - 110024 (South Delhi)
300,110025,Abul Fazal Enclave-I - 110025 (South Delhi)
301,110025,Jamia Nagar - 110025 (South Delhi)
302,110025,New Friends Colony - 110025 (South Delhi)
303,110025,Sukhdev Vihar - 110025 (South Delhi)
304,110025,Zakir Nagar - 110025 (South Delhi)
305,110044,Badarpur - 110044 (South Delhi)
306,110044,BTPS - 110044 (South Delhi)
307,110044,Jaitpur - 110044 (South Delhi)
308,110044,Molarband - 110044 (South Delhi)
309,110044,Pul Pahladpur - 110044 (South Delhi)
310,110044,Tugalkabad Railway Colony - 110044 (South Delhi)
311,110048,Greater Kailash - 110048 (South Delhi)
312,110048,Kailash Colony - 110048 (South Delhi)
313,110048,Masjid Moth - 110048 (South Delhi)
314,110049,Andrewsganj - 110049 (South Delhi)
315,110049,Gautam Nagar - 110049 (South Delhi)
316,110049,Gulmohar Park - 110049 (South Delhi)
317,110049,New Delhi South Ext-II - 110049 (South Delhi)
318,110049,Sadiq Nagar - 110049 (South Delhi)
319,110049,Sahpurjat - 110049 (South Delhi)
320,110062,Air Force Station Tugalkabad - 110062 (South Delhi)
321,110062,BSF Camp Tigri - 110062 (South Delhi)
322,110062,Dakshinpuri Phase-I - 110062 (South Delhi)
323,110062,Dakshinpuri Phase-II - 110062 (South Delhi)
324,110062,Dakshinpuri Phase-III - 110062 (South Delhi)
325,110062,Deoli - 110062 (South Delhi)
326,110062,Ambedkar Nagar - 110062 (South Delhi)
327,110062,Hamdard Nagar - 110062 (South Delhi)
328,110062,Khanpur - 110062 (South Delhi)
329,110062,Pushpa Bhawan - 110062 (South Delhi)
330,110062,Sangam Vihar - 110062 (South Delhi)
331,110062,Talimabad - 110062 (South Delhi)
332,110065,East Of Kailash Phase-I - 110065 (South Delhi)
333,110065,East Of Kailash - 110065 (South Delhi)
334,110065,Nehru Nagar - 110065 (South Delhi)
335,110065,Sant Nagar - 110065 (South Delhi)
336,110065,Sriniwaspuri - 110065 (South Delhi)
337,110076,Madanpur Khadar - 110076 (South Delhi)
338,110076,Sarita Vihar - 110076 (South Delhi)
339,,"--Area: South West Delhi-- (heading only, not a selection)"
340,110016,Technology Bhawan - 110016 (South West Delhi)
341,110010,505 A B Workshop - 110010 (South West Delhi)
342,110010,A F Palam - 110010 (South West Delhi)
343,110010,Aps Colony - 110010 (South West Delhi)
344,110010,Bazar Road - 110010 (South West Delhi)
345,110010,C.V.D. - 110010 (South West Delhi)
346,110010,COD - 110010 (South West Delhi)
347,110010,Delhi Cantt - 110010 (South West Delhi)
348,110010,Dhaula Kuan - 110010 (South West Delhi)
349,110010,Kirby Place - 110010 (South West Delhi)
350,110010,Pinto Park - 110010 (South West Delhi)
351,110010,R R Hospital - 110010 (South West Delhi)
352,110010,Signal Enclave - 110010 (South West Delhi)
353,110010,Station Road - 110010 (South West Delhi)
354,110010,Subroto Park - 110010 (South West Delhi)
355,110016,Green Park Market - 110016 (South West Delhi)
356,110016,Hauz Khas Market - 110016 (South West Delhi)
357,110016,Hauz Khas - 110016 (South West Delhi)
358,110016,IT Hauz Khas - 110016 (South West Delhi)
359,110016,NIE Campus - 110016 (South West Delhi)
360,110021,Anand Niketan - 110021 (South West Delhi)
361,110021,Chanakya Puri - 110021 (South West Delhi)
362,110021,Malcha Marg - 110021 (South West Delhi)
363,110021,Moti Bagh - 110021 (South West Delhi)
364,110021,Nanak Pura - 110021 (South West Delhi)
365,110021,South Delhi Campus - 110021 (South West Delhi)
366,110022,R K Puram Sect-1 - 110022 (South West Delhi)
367,110022,R K Puram Sect-12 - 110022 (South West Delhi)
368,110022,R K Puram Sect-3 - 110022 (South West Delhi)
369,110022,R K Puram Sect-4 - 110022 (South West Delhi)
370,110022,R K Puram Sect-5 - 110022 (South West Delhi)
371,110022,R K Puram Sect7 - 110022 (South West Delhi)
372,110022,R K Puram Sect-8 - 110022 (South West Delhi)
373,110022,R K Puram Sector - 6 Postal SB - 110022 (South West Delhi)
374,110023,Kidwai Nagar East - 110023 (South West Delhi)
375,110023,Kidwai Nagar West - 110023 (South West Delhi)
376,110023,Laxmi Bai Nagar - 110023 (South West Delhi)
377,110023,Nauroji Nagar - 110023 (South West Delhi)
378,110023,Netaji Nagar - 110023 (South West Delhi)
379,110023,Sarojini Nagar - 110023 (South West Delhi)
380,110028,Kair - 110028 (South West Delhi)
381,110028,Khaira - 110028 (South West Delhi)
382,110028,Naraina Industrial Estate - 110028 (South West Delhi)
383,110028,Naraina Village - 110028 (South West Delhi)
384,110029,Nauroji Nagar - 110029 (South West Delhi)
385,110029,Ansari Nagar - 110029 (South West Delhi)
386,110029,Safdarjung Enclave - 110029 (South West Delhi)
387,110030,Gadaipur - 110030 (South West Delhi)
388,110030,Ghitorni - 110030 (South West Delhi)
389,110030,Lado Sarai - 110030 (South West Delhi)
390,110030,Mehrauli - 110030 (South West Delhi)
391,110030,Paryavaran Complex - 110030 (South West Delhi)
392,110030,Sultanpur - 110030 (South West Delhi)
393,110030,T B Hospital - 110030 (South West Delhi)
394,110037,Gurgaon Road - 110037 (South West Delhi)
395,110037,IGI Airport - 110037 (South West Delhi)
396,110037,Kapashera - 110037 (South West Delhi)
397,110037,Mahipalpur - 110037 (South West Delhi)
398,110037,Nangal Dewat - 110037 (South West Delhi)
399,110037,Palam Airport - 110037 (South West Delhi)
400,110037,Samalkha - 110037 (South West Delhi)
401,110038,A F Rajokari - 110038 (South West Delhi)
402,110038,Rajokari - 110038 (South West Delhi)
403,110043,Baprola - 110043 (South West Delhi)
404,110043,D C Nangli Sakravati - 110043 (South West Delhi)
405,110043,Daulatpur - 110043 (South West Delhi)
406,110043,Dichaun Kalan - 110043 (South West Delhi)
407,110043,Dindarpur - 110043 (South West Delhi)
408,110043,Jhatikara - 110043 (South West Delhi)
409,110043,Mitraon - 110043 (South West Delhi)
410,110043,Najafgarh - 110043 (South West Delhi)
411,110043,Pandwala Kalan - 110043 (South West Delhi)
412,110043,Papravat - 110043 (South West Delhi)
413,110043,Rewla Khanpur - 110043 (South West Delhi)
414,110043,Surehra - 110043 (South West Delhi)
415,110043,Tilangpur Kotla - 110043 (South West Delhi)
416,110045,Dabri - 110045 (South West Delhi)
417,110045,Indira Park - 110045 (South West Delhi)
418,110045,Nasirpur - 110045 (South West Delhi)
419,110045,Palam Village - 110045 (South West Delhi)
420,110046,Nangal Raya - 110046 (South West Delhi)
421,110046,Sagarpur - 110046 (South West Delhi)
422,110047,Arjungarh - 110047 (South West Delhi)
423,110047,Aya Nagar - 110047 (South West Delhi)
424,110047,Jaunapur - 110047 (South West Delhi)
425,110047,Mandi - 110047 (South West Delhi)
426,110057,Vasant Vihar-1 - 110057 (South West Delhi)
427,110057,Vasant Vihar-2 - 110057 (South West Delhi)
428,110061,Bijwasan - 110061 (South West Delhi)
429,110061,Shahbad Mohammadpur - 110061 (South West Delhi)
430,110064,Maya Puri - 110064 (South West Delhi)
431,110064,Mayapuri Shopping Centre - 110064 (South West Delhi)
432,110066,R K Puram (Main) - 110066 (South West Delhi)
433,110066,R K Puram West - 110066 (South West Delhi)
434,110067,J.N.U. - 110067 (South West Delhi)
435,110067,JNU New Campus - 110067 (South West Delhi)
436,110067,Munirka - 110067 (South West Delhi)
437,110068,Ignou - 110068 (South West Delhi)
438,110068,Maidan Garhi - 110068 (South West Delhi)
439,110068,Neb Sarai - 110068 (South West Delhi)
440,110070,Masood Pur - 110070 (South West Delhi)
441,110070,Vasant Kunj Pkt-A - 110070 (South West Delhi)
442,110070,Vasant Kunj - 110070 (South West Delhi)
443,110071,Badusarai - 110071 (South West Delhi)
444,110071,Chhawla - 110071 (South West Delhi)
445,110071,D C Goyla - 110071 (South West Delhi)
446,110071,Kangan Heri - 110071 (South West Delhi)
447,110072,CRPF Jharoda Kalan - 110072 (South West Delhi)
448,110072,Jharoda Kalan - 110072 (South West Delhi)
449,110073,Dhansa - 110073 (South West Delhi)
450,110073,Galib Pur - 110073 (South West Delhi)
451,110073,Ghuman Hera - 110073 (South West Delhi)
452,110073,Issapur - 110073 (South West Delhi)
453,110073,Jafarpur - 110073 (South West Delhi)
454,110073,Khera Dabur - 110073 (South West Delhi)
455,110073,Malik Pur - 110073 (South West Delhi)
456,110073,Mundela Kalan - 110073 (South West Delhi)
457,110073,Quazipur - 110073 (South West Delhi)
458,110073,Raota - 110073 (South West Delhi)
459,110073,Ujwa - 110073 (South West Delhi)
460,110074,C.S.K.M. School - 110074 (South West Delhi)
461,110074,Chandanhoola - 110074 (South West Delhi)
462,110074,Chattarpur - 110074 (South West Delhi)
463,110074,Dera - 110074 (South West Delhi)
464,110074,Fatehpur Beri - 110074 (South West Delhi)
465,110074,Sardar Patel School - 110074 (South West Delhi)
466,110074,Satbari - 110074 (South West Delhi)
467,110075,Amberhai - 110075 (South West Delhi)
468,110075,District Court Complex Dwarka - 110075 (South West Delhi)
469,110075,Dwarka Sec-6 - 110075 (South West Delhi)
470,110077,Bagdola - 110077 (South West Delhi)
471,110077,Barthal - 110077 (South West Delhi)
472,110077,Dhulsiras - 110077 (South West Delhi)
473,110077,Raj Nagar - II - 110077 (South West Delhi)
474,110078,Kakrola - 110078 (South West Delhi)
475,110078,N.S.I.T. Dwarka - 110078 (South West Delhi)
476,,"--Area: West Delhi-- (heading only, not a selection)"
477,110015,Delhi Industrial Area - 110015 (West Delhi)
478,110015,ESI - 110015 (West Delhi)
479,110015,Karam Pura - 110015 (West Delhi)
480,110015,L. M. Nagar Indl. Area - 110015 (West Delhi)
481,110015,Mansarover Garden - 110015 (West Delhi)
482,110015,N.I.Area - 110015 (West Delhi)
483,110015,Ramesh Nagar - 110015 (West Delhi)
484,110015,Zakhira - 110015 (West Delhi)
485,110018,Ashok Nagar - 110018 (West Delhi)
486,110018,Chand Nagar - 110018 (West Delhi)
487,110018,Chaukhandi - 110018 (West Delhi)
488,110018,Fateh Nagar - 110018 (West Delhi)
489,110018,Khyala Phase - I - 110018 (West Delhi)
490,110018,Khyala Phase - II - 110018 (West Delhi)
491,110018,M.B.S. Nagar - 110018 (West Delhi)
492,110018,Mahabir Nagar - 110018 (West Delhi)
493,110018,Tilak Nagar East - 110018 (West Delhi)
494,110018,Tilak Nagar - 110018 (West Delhi)
495,110018,Vikas Puri - 110018 (West Delhi)
496,110018,Vishnu Garden - 110018 (West Delhi)
497,110026,Ashoka Park Extn. - 110026 (West Delhi)
498,110026,Punjabi Bagh - 110026 (West Delhi)
499,110026,Punjabi Bagh Sec - III - 110026 (West Delhi)
500,110026,Shivaji Park - 110026 (West Delhi)
501,110027,Janta Market - 110027 (West Delhi)
502,110027,Rajouri Garden J-6 - 110027 (West Delhi)
503,110027,Rajouri Market - 110027 (West Delhi)
504,110027,Subhash Nagar - 110027 (West Delhi)
505,110027,Subhash Nagar West - 110027 (West Delhi)
506,110027,Tagore Garden - 110027 (West Delhi)
507,110041,Bakkarwala - 110041 (West Delhi)
508,110041,Hirankudna - 110041 (West Delhi)
509,110041,Mundka - 110041 (West Delhi)
510,110041,Nangloi - II - 110041 (West Delhi)
511,110041,Nangloi - III - 110041 (West Delhi)
512,110041,Nangloi - 110041 (West Delhi)
513,110041,Nilothi - 110041 (West Delhi)
514,110041,Ranhola - 110041 (West Delhi)
515,110041,Tikri Kalan - 110041 (West Delhi)
516,110058,D.E.S.U. Colony - 110058 (West Delhi)
517,110058,Jail Road - 110058 (West Delhi)
518,110058,Janakpuri A-3 - 110058 (West Delhi)
519,110058,Janakpuri B-1 - 110058 (West Delhi)
520,110058,Janakpuri C-4 - 110058 (West Delhi)
521,110059,D. K. Mohan Garden - 110059 (West Delhi)
522,110059,Hastal Village - 110059 (West Delhi)
523,110059,Jeevan Park - 110059 (West Delhi)
524,110059,Matiala - 110059 (West Delhi)
525,110059,Uttam Nagar - 110059 (West Delhi)
526,110063,Jawala Heri - 110063 (West Delhi)
527,110063,Madipur Slum Quarter - 110063 (West Delhi)
528,110063,Madipur Village - 110063 (West Delhi)
529,110063,Paschim Vihar B Block - 110063 (West Delhi)
530,110063,Paschim Vihar - 110063 (West Delhi)
531,110063,Peeragarhi - 110063 (West Delhi)
532,110064,Hari Nagar BE Block - 110064 (West Delhi)
